-12.3047	-19.3359	33.9844
-12.5977	-19.043	35.4492
-12.5977	-19.043	35.4492
-12.5977	-19.043	35.4492
-14.0625	-20.5078	35.7422
-14.0625	-20.5078	35.7422
-11.7188	-20.5078	35.1562
-11.7188	-20.5078	35.1562
-12.8906	-19.3359	33.9844
-12.8906	-19.3359	33.9844
-12.8906	-19.3359	33.9844
-13.7695	-19.6289	33.6914
-13.7695	-19.6289	34.2773
-12.3047	-20.5078	36.3281
-12.3047	-20.5078	36.3281
-12.3047	-20.5078	36.3281
-12.3047	-20.5078	36.3281
-11.1328	-20.5078	35.7422
-11.1328	-20.5078	35.7422
-11.1328	-20.5078	35.7422
-11.1328	-20.5078	35.7422
-12.5977	-19.6289	36.6211
-12.5977	-19.6289	36.6211
-12.0117	-19.6289	34.8633
-12.0117	-19.6289	34.8633
-12.3047	-19.3359	35.7422
-12.3047	-19.3359	35.7422
-12.8906	-19.3359	35.7422
-12.8906	-19.3359	35.7422
-12.3047	-21.0938	35.1562
-12.3047	-21.0938	35.1562
-12.3047	-21.0938	35.1562
-12.3047	-21.0938	35.1562
-13.4766	-19.3359	33.9844
-13.4766	-19.3359	33.9844
-13.7695	-21.9727	32.5195
-12.5977	-19.6289	35.4492
-14.9414	-21.3867	34.2773
-14.9414	-21.3867	34.2773
-14.9414	-21.3867	34.2773
-14.9414	-21.3867	34.2773
-15.5273	-20.2148	32.5195
-15.8203	-23.4375	30.4688
-16.6992	-22.5586	31.9336
-15.8203	-21.6797	31.6406
-15.8203	-21.6797	31.6406
-16.9922	-22.2656	32.8125
-16.9922	-22.2656	32.8125
-16.6992	-22.5586	31.9336
-16.1133	-23.1445	30.7617
-15.8203	-23.4375	31.6406
-15.8203	-23.4375	31.6406
-15.8203	-23.4375	31.6406
-15.8203	-23.4375	31.6406
-16.6992	-20.8008	30.7617
-16.6992	-20.8008	30.7617
-15.8203	-19.9219	32.8125
-15.8203	-19.9219	32.8125
-15.5273	-21.3867	31.9336
-15.5273	-17.2852	34.8633
-16.1133	-17.8711	32.5195
-16.1133	-17.8711	32.5195
-17.2852	-16.6992	33.6914
-17.2852	-16.6992	33.6914
-17.2852	-16.6992	33.6914
-15.8203	-11.7188	33.9844
-16.4062	-11.1328	35.7422
-16.4062	-11.1328	35.7422
-15.2344	-9.375	35.1562
-15.2344	-9.375	35.1562
-14.6484	-5.85938	34.5703
-15.2344	-2.92969	35.7422
-14.6484	0	35.1562
-14.6484	0	35.1562
-13.1836	2.63672	35.4492
-13.1836	2.63672	35.4492
-13.1836	2.63672	35.4492
-14.9414	7.91016	34.8633
-14.9414	7.91016	34.8633
-12.8906	6.44531	33.9844
-12.8906	6.44531	33.9844
-13.7695	9.66797	33.1055
-13.7695	9.66797	33.1055
-13.7695	9.66797	33.1055
-13.7695	9.66797	33.1055
-16.4062	11.7188	31.6406
-16.4062	11.7188	31.6406
-16.4062	13.4766	29.2969
-16.4062	13.4766	29.2969
-15.2344	16.9922	26.3672
-15.2344	16.9922	26.3672
-15.2344	16.9922	26.3672
-12.8906	17.5781	26.3672
-15.2344	17.5781	26.9531
-13.4766	20.5078	25.7812
-13.4766	20.5078	25.7812
-13.1836	21.9727	23.1445
-14.0625	22.2656	21.6797
-14.0625	22.2656	21.6797
-14.0625	23.4375	21.0938
